EpochSecTime,JD0,JD1,PosX,PosY,PosZ,VelX,VelY,VelZ,OrbEl_SMA,OrbEl_Eccentricity,OrbEl_Inclination,OrbEl_RAAN,OrbEl_ArgOfPerigee,OrbEl_MeanAnomaly,OrbEl_TrueAnomaly,Access,Azimuth,Elevation,Latitude(deg),Longitude(deg),
2580,2453372.50000,34581.00000,-6567.26957,1470.16142,1826.25258,-2.54421,-4.42958,-5.57628,6976.55282,0.00054,0.89877,6.28056,2.33667,0.46320,0.46368,0,295.9,-48.2,15.2,-78.7,
2600,2453372.50000,34601.00000,-6616.60450,1381.23076,1714.30482,-2.38908,-4.46313,-5.61806,6976.70920,0.00055,0.89878,6.28055,2.39423,0.42735,0.42780,0,294.7,-48.2,14.3,-77.9,
2620,2453372.50000,34621.00000,-6662.82539,1291.65006,1601.54800,-2.23282,-4.49458,-5.65718,6976.85682,0.00056,0.89879,6.28055,2.45037,0.39293,0.39336,0,293.5,-48.2,13.3,-77.2,
2640,2453372.50000,34641.00000,-6705.91038,1201.46147,1488.03529,-2.07551,-4.52392,-5.69364,6976.99551,0.00057,0.89880,6.28055,2.50521,0.35981,0.36021,0,292.3,-48.2,12.4,-76.5,
2660,2453372.50000,34661.00000,-6745.83906,1110.70742,1373.82025,-1.91721,-4.55113,-5.72741,6977.12509,0.00057,0.89880,6.28054,2.55891,0.32783,0.32820,0,291.1,-48.3,11.4,-75.7,
2680,2453372.50000,34681.00000,-6782.59254,1019.43061,1258.95676,-1.75800,-4.57620,-5.75848,6977.24530,0.00058,0.89881,6.28054,2.61157,0.29689,0.29723,0,289.8,-48.3,10.4,-75.0,
2700,2453372.50000,34701.00000,-6816.15342,927.67397,1143.49899,-1.59796,-4.59911,-5.78684,6977.35584,0.00059,0.89882,6.28054,2.66333,0.26686,0.26717,0,288.6,-48.3,9.5,-74.3,
2720,2453372.50000,34721.00000,-6846.50580,835.48070,1027.50144,-1.43716,-4.61986,-5.81246,6977.45636,0.00060,0.89882,6.28054,2.71426,0.23764,0.23792,0,287.4,-48.3,8.5,-73.6,
2740,2453372.50000,34741.00000,-6873.63530,742.89417,911.01884,-1.27568,-4.63843,-5.83534,6977.54652,0.00060,0.89883,6.28054,2.76448,0.20914,0.20939,0,286.2,-48.2,7.5,-72.9,
2760,2453372.50000,34761.00000,-6897.52909,649.95796,794.10617,-1.11360,-4.65482,-5.85547,6977.62604,0.00061,0.89883,6.28054,2.81405,0.18129,0.18151,0,285.0,-48.2,6.6,-72.2,
2780,2453372.50000,34781.00000,-6918.17583,556.71582,676.81860,-0.95099,-4.66902,-5.87283,6977.69476,0.00061,0.89884,6.28053,2.86306,0.15400,0.15419,0,283.8,-48.2,5.6,-71.5,
2800,2453372.50000,34801.00000,-6935.56576,463.21164,559.21149,-0.78793,-4.68103,-5.88742,6977.75261,0.00062,0.89884,6.28053,2.91159,0.12720,0.12735,0,282.6,-48.2,4.6,-70.8,
2820,2453372.50000,34821.00000,-6949.69063,369.48943,441.34037,-0.62450,-4.69083,-5.89923,6977.79954,0.00062,0.89884,6.28053,2.95973,0.10078,0.10091,0,281.3,-48.2,3.6,-70.1,
2840,2453372.50000,34841.00000,-6960.54376,275.59331,323.26086,-0.46077,-4.69842,-5.90826,6977.83550,0.00062,0.89885,6.28053,3.00756,0.07467,0.07476,0,280.1,-48.2,2.6,-69.4,
2860,2453372.50000,34861.00000,-6968.12002,181.56749,205.02872,-0.29682,-4.70380,-5.91449,6977.86041,0.00063,0.89885,6.28053,3.05517,0.04878,0.04884,0,278.9,-48.2,1.7,-68.7,
2880,2453372.50000,34881.00000,-6972.41580,87.45623,86.69976,-0.13274,-4.70696,-5.91794,6977.87421,0.00063,0.89885,6.28053,3.10263,0.02304,0.02307,0,277.7,-48.2,0.7,-68.0,
2900,2453372.50000,34901.00000,-6973.42908,-6.69617,-31.67017,0.03141,-4.70791,-5.91859,6977.87687,0.00063,0.89885,6.28053,3.15002,6.28056,6.28056,0,276.5,-48.1,-0.3,-67.3,
2920,2453372.50000,34921.00000,-6971.15939,-100.84537,-150.02517,0.19555,-4.70664,-5.91645,6977.86843,0.00063,0.89885,6.28053,3.19741,6.25490,6.25486,0,275.3,-48.1,-1.3,-66.7,
2940,2453372.50000,34941.00000,-6965.60780,-194.94705,-268.30939,0.35959,-4.70316,-5.91151,6977.84894,0.00062,0.89885,6.28053,3.24488,6.22915,6.22908,0,274.1,-48.1,-2.2,-66.0,
2960,2453372.50000,34961.00000,-6956.77695,-288.95692,-386.46698,0.52346,-4.69746,-5.90378,6977.81849,0.00062,0.89885,6.28053,3.29250,6.20325,6.20315,0,272.9,-48.0,-3.2,-65.3,
2980,2453372.50000,34981.00000,-6944.67101,-382.83071,-504.44217,0.68708,-4.68955,-5.89327,6977.77719,0.00062,0.89885,6.28053,3.34036,6.17711,6.17698,0,271.6,-48.0,-4.2,-64.6,
3000,2453372.50000,35001.00000,-6929.29574,-476.52423,-622.17927,0.85038,-4.67943,-5.87998,6977.72518,0.00061,0.89884,6.28053,3.38854,6.15066,6.15049,0,270.4,-48.0,-5.2,-63.9,
3020,2453372.50000,35021.00000,-6910.65841,-569.99337,-739.62271,1.01328,-4.66711,-5.86391,6977.66257,0.00061,0.89884,6.28053,3.43713,6.12378,6.12359,0,269.2,-47.9,-6.2,-63.2,
3040,2453372.50000,35041.00000,-6888.76785,-663.19415,-856.71705,1.17569,-4.65260,-5.84507,6977.58946,0.00060,0.89884,6.28053,3.48623,6.09640,6.09618,0,268.0,-47.9,-7.1,-62.5,
3060,2453372.50000,35061.00000,-6863.63443,-756.08268,-973.40703,1.33755,-4.63589,-5.82347,6977.50592,0.00060,0.89883,6.28053,3.53594,6.06842,6.06816,0,266.8,-47.9,-8.1,-61.8,
3080,2453372.50000,35081.00000,-6835.27006,-848.61525,-1089.63759,1.49878,-4.61700,-5.79913,6977.41203,0.00059,0.89883,6.28053,3.58636,6.03972,6.03943,0,265.6,-47.8,-9.1,-61.1,
3100,2453372.50000,35101.00000,-6803.68815,-940.74832,-1205.35386,1.65929,-4.59594,-5.77205,6977.30791,0.00058,0.89882,6.28053,3.63758,6.01021,6.00990,0,264.4,-47.8,-10.0,-60.4,
3120,2453372.50000,35121.00000,-6768.90368,-1032.43852,-1320.50125,1.81902,-4.57272,-5.74224,6977.19374,0.00058,0.89881,6.28053,3.68972,5.97979,5.97945,0,263.2,-47.7,-11.0,-59.6,
3140,2453372.50000,35141.00000,-6730.93310,-1123.64270,-1435.02543,1.97789,-4.54734,-5.70973,6977.06971,0.00057,0.89881,6.28052,3.74289,5.94835,5.94798,0,262.0,-47.7,-12.0,-58.9,
3160,2453372.50000,35161.00000,-6689.79440,-1214.31795,-1548.87235,2.13582,-4.51983,-5.67452,6976.93606,0.00056,0.89880,6.28052,3.79719,5.91577,5.91537,0,260.8,-47.6,-12.9,-58.2,
3180,2453372.50000,35181.00000,-6645.50706,-1304.42162,-1661.98832,2.29274,-4.49019,-5.63663,6976.79306,0.00055,0.89879,6.28052,3.85275,5.88192,5.88149,0,259.6,-47.5,-13.9,-57.5,
3200,2453372.50000,35201.00000,-6598.09202,-1393.91132,-1774.31997,2.44858,-4.45843,-5.59609,6976.64099,0.00054,0.89878,6.28051,3.90970,5.84669,5.84624,0,258.4,-47.5,-14.9,-56.7,
3220,2453372.50000,35221.00000,-6547.57175,-1482.74496,-1885.81433,2.60325,-4.42458,-5.55291,6976.48016,0.00053,0.89878,6.28051,3.96817,5.80994,5.80946,0,257.2,-47.4,-15.8,-56.0,
3240,2453372.50000,35241.00000,-6493.97014,-1570.88077,-1996.41881,2.75670,-4.38865,-5.50711,6976.31088,0.00052,0.89877,6.28051,4.02830,5.77153,5.77103,0,256.0,-47.3,-16.8,-55.2,
3260,2453372.50000,35261.00000,-6437.31256,-1658.27729,-2106.08127,2.90884,-4.35066,-5.45871,6976.13351,0.00051,0.89876,6.28050,4.09022,5.73133,5.73080,0,254.8,-47.3,-17.7,-54.5,
3280,2453372.50000,35281.00000,-6377.62582,-1744.89344,-2214.74999,3.05960,-4.31062,-5.40774,6975.94843,0.00050,0.89875,6.28049,4.15407,5.68920,5.68864,0,253.6,-47.2,-18.7,-53.7,
3300,2453372.50000,35301.00000,-6314.93815,-1830.68851,-2322.37376,3.20892,-4.26855,-5.35422,6975.75606,0.00048,0.89874,6.28049,4.21997,5.64501,5.64443,0,252.4,-47.1,-19.6,-52.9,
3320,2453372.50000,35321.00000,-6249.27919,-1915.62217,-2428.90185,3.35672,-4.22448,-5.29817,6975.55687,0.00047,0.89873,6.28048,4.28805,5.59865,5.59805,0,251.2,-47.0,-20.5,-52.1,
3340,2453372.50000,35341.00000,-6180.68001,-1999.65451,-2534.28407,3.50293,-4.17842,-5.23963,6975.35129,0.00046,0.89871,6.28047,4.35841,5.55001,5.54938,0,250.0,-47.0,-21.5,-51.3,
3360,2453372.50000,35361.00000,-6109.17303,-2082.74605,-2638.47075,3.64749,-4.13040,-5.17863,6975.13974,0.00045,0.89870,6.28047,4.43116,5.49897,5.49833,0,248.8,-46.9,-22.4,-50.5,
3380,2453372.50000,35381.00000,-6034.79204,-2164.85775,-2741.41282,3.79032,-4.08044,-5.11518,6974.92252,0.00044,0.89869,6.28046,4.50639,5.44545,5.44479,0,247.6,-46.8,-23.3,-49.7,
3400,2453372.50000,35401.00000,-5957.57220,-2245.95105,-2843.06179,3.93136,-4.02857,-5.04932,6974.69991,0.00043,0.89868,6.28045,4.58416,5.38939,5.38871,0,246.4,-46.7,-24.2,-48.8,
3420,2453372.50000,35421.00000,-5877.55001,-2325.98785,-2943.36979,4.07054,-3.97480,-4.98109,6974.47224,0.00043,0.89866,6.28044,4.66448,5.33078,5.33009,0,245.2,-46.6,-25.1,-48.0,
3440,2453372.50000,35441.00000,-5794.76325,-2404.93058,-3042.28958,4.20781,-3.91916,-4.91051,6974.23988,0.00042,0.89865,6.28043,4.74728,5.26970,5.26899,0,244.0,-46.5,-26.0,-47.1,
3460,2453372.50000,35461.00000,-5709.25105,-2482.74218,-3139.77461,4.34308,-3.86169,-4.83761,6974.00332,0.00041,0.89864,6.28042,4.83240,5.20629,5.20557,0,242.8,-46.4,-26.9,-46.2,
3480,2453372.50000,35481.00000,-5621.05377,-2559.38612,-3235.77897,4.47630,-3.80240,-4.76245,6973.76313,0.00041,0.89862,6.28040,4.91958,5.14082,5.14008,0,241.6,-46.3,-27.8,-45.3,
3500,2453372.50000,35501.00000,-5530.21309,-2634.82643,-3330.25750,4.60741,-3.74133,-4.68504,6973.51989,0.00040,0.89861,6.28039,5.00850,5.07362,5.07286,0,240.5,-46.2,-28.7,-44.4,
3520,2453372.50000,35521.00000,-5436.77186,-2709.02772,-3423.16574,4.73634,-3.67851,-4.60542,6973.27416,0.00040,0.89860,6.28038,5.09875,5.00508,5.00431,0,239.3,-46.1,-29.6,-43.5,
3540,2453372.50000,35541.00000,-5340.77420,-2781.95518,-3514.45998,4.86304,-3.61395,-4.52364,6973.02647,0.00040,0.89858,6.28036,5.18987,4.93566,4.93488,0,238.1,-46.0,-30.4,-42.6,
3560,2453372.50000,35561.00000,-5242.26541,-2853.57461,-3604.09730,4.98745,-3.54771,-4.43974,6972.77730,0.00040,0.89857,6.28034,5.28140,4.86584,4.86506,0,236.9,-45.9,-31.3,-41.6,
3580,2453372.50000,35581.00000,-5141.29195,-2923.85243,-3692.03553,5.10950,-3.47980,-4.35374,6972.52711,0.00040,0.89855,6.28033,5.37281,4.79614,4.79535,0,235.7,-45.8,-32.2,-40.6,
3600,2453372.50000,35601.00000,-5037.90146,-2992.75567,-3778.23334,5.22914,-3.41026,-4.26570,6972.27636,0.00040,0.89854,6.28031,5.46361,4.72705,4.72625,0,234.5,-45.7,-33.0,-39.6,
3620,2453372.50000,35621.00000,-4932.14268,-3060.25206,-3862.65019,5.34632,-3.33912,-4.17565,6972.02550,0.00040,0.89853,6.28029,5.55331,4.65905,4.65824,0,233.4,-45.6,-33.8,-38.6,
3640,2453372.50000,35641.00000,-4824.06548,-3126.30994,-3945.24643,5.46098,-3.26641,-4.08365,6971.77499,0.00041,0.89851,6.28027,5.64149,4.59257,4.59176,0,232.2,-45.4,-34.7,-37.5,
3660,2453372.50000,35661.00000,-4713.72081,-3190.89838,-4025.98323,5.57306,-3.19218,-3.98972,6971.52530,0.00041,0.89850,6.28025,5.72778,4.52799,4.52718,0,231.0,-45.3,-35.5,-36.5,
3680,2453372.50000,35681.00000,-4601.16067,-3253.98709,-4104.82266,5.68251,-3.11645,-3.89392,6971.27691,0.00042,0.89848,6.28023,5.81186,4.46561,4.46480,0,229.8,-45.2,-36.3,-35.4,
3700,2453372.50000,35701.00000,-4486.43809,-3315.54654,-4181.72769,5.78929,-3.03926,-3.79629,6971.03026,0.00043,0.89847,6.28021,5.89351,4.40566,4.40485,0,228.7,-45.1,-37.0,-34.3,
3720,2453372.50000,35721.00000,-4369.60711,-3375.54789,-4256.66219,5.89335,-2.96064,-3.69687,6970.78583,0.00044,0.89845,6.28019,5.97259,4.34829,4.34748,0,227.5,-44.9,-37.8,-33.1,
3740,2453372.50000,35741.00000,-4250.72278,-3433.96304,-4329.59099,5.99462,-2.88064,-3.59572,6970.54404,0.00045,0.89844,6.28017,6.04900,4.29358,4.29276,0,226.3,-44.8,-38.6,-32.0,
3760,2453372.50000,35761.00000,-4129.84106,-3490.76464,-4400.47984,6.09308,-2.79929,-3.49288,6970.30531,0.00046,0.89843,6.28014,6.12275,4.24153,4.24072,0,225.2,-44.7,-39.3,-30.8,
3780,2453372.50000,35781.00000,-4007.01887,-3545.92608,-4469.29545,6.18866,-2.71664,-3.38841,6970.07006,0.00047,0.89841,6.28012,6.19385,4.19214,4.19133,0,224.0,-44.5,-40.1,-29.6,
3800,2453372.50000,35801.00000,-3882.31403,-3599.42157,-4536.00554,6.28133,-2.63270,-3.28234,6969.83868,0.00048,0.89840,6.28009,6.26237,4.14531,4.14451,0,222.8,-44.4,-40.8,-28.3,
3820,2453372.50000,35821.00000,-3755.78524,-3651.22604,-4600.57879,6.37105,-2.54754,-3.17473,6969.61156,0.00049,0.89839,6.28007,0.04524,4.10096,4.10016,0,221.7,-44.3,-41.5,-27.0,
3840,2453372.50000,35841.00000,-3627.49202,-3701.31527,-4662.98491,6.45777,-2.46119,-3.06564,6969.38909,0.00050,0.89837,6.28004,0.10892,4.05898,4.05818,0,220.5,-44.1,-42.2,-25.7,
3860,2453372.50000,35861.00000,-3497.49474,-3749.66581,-4723.19461,6.54145,-2.37368,-2.95510,6969.17164,0.00051,0.89836,6.28002,0.17038,4.01922,4.01844,0,219.3,-44.0,-42.8,-24.4,
3880,2453372.50000,35881.00000,-3365.85456,-3796.25503,-4781.17964,6.62205,-2.28506,-2.84318,6968.95959,0.00052,0.89835,6.27999,0.22973,3.98157,3.98079,0,218.2,-43.8,-43.5,-23.0,
3900,2453372.50000,35901.00000,-3232.63339,-3841.06115,-4836.91282,6.69954,-2.19538,-2.72992,6968.75329,0.00053,0.89834,6.27996,0.28712,3.94587,3.94511,0,217.0,-43.7,-44.1,-21.6,
3920,2453372.50000,35921.00000,-3097.89387,-3884.06320,-4890.36800,6.77388,-2.10466,-2.61539,6968.55310,0.00054,0.89832,6.27993,0.34268,3.91201,3.91125,0,215.9,-43.5,-44.7,-20.2,
3940,2453372.50000,35941.00000,-2961.69938,-3925.24108,-4941.52012,6.84504,-2.01296,-2.49962,6968.35936,0.00055,0.89831,6.27990,0.39655,3.87984,3.87910,0,214.7,-43.4,-45.3,-18.8,
3960,2453372.50000,35961.00000,-2824.11392,-3964.57552,-4990.34518,6.91297,-1.92033,-2.38269,6968.17241,0.00056,0.89830,6.27987,0.44884,3.84924,3.84851,0,213.5,-43.2,-45.9,-17.3,
3980,2453372.50000,35981.00000,-2685.20219,-4002.04812,-5036.82030,6.97766,-1.82679,-2.26464,6967.99262,0.00057,0.89829,6.27984,0.49968,3.82010,3.81938,0,212.4,-43.1,-46.5,-15.8,
4000,2453372.50000,36001.00000,-2545.02946,-4037.64137,-5080.92369,7.03907,-1.73240,-2.14553,6967.82030,0.00058,0.89828,6.27981,0.54918,3.79229,3.79159,0,211.2,-42.9,-47.0,-14.2,
4020,2453372.50000,36021.00000,-2403.66162,-4071.33862,-5122.63467,7.09717,-1.63720,-2.02541,6967.65580,0.00059,0.89827,6.27977,0.59745,3.76572,3.76503,0,210.1,-42.8,-47.5,-12.6,
4040,2453372.50000,36041.00000,-2261.16509,-4103.12412,-5161.93369,7.15193,-1.54123,-1.90434,6967.49944,0.00060,0.89826,6.27974,0.64458,3.74028,3.73961,0,208.9,-42.6,-48.0,-11.0,
4060,2453372.50000,36061.00000,-2117.60682,-4132.98300,-5198.80233,7.20334,-1.44454,-1.78238,6967.35155,0.00061,0.89825,6.27971,0.69066,3.71589,3.71523,0,207.8,-42.5,-48.4,-9.4,
4080,2453372.50000,36081.00000,-1973.05425,-4160.90131,-5233.22332,7.25136,-1.34718,-1.65958,6967.21244,0.00061,0.89825,6.27967,0.73579,3.69246,3.69182,0,206.6,-42.3,-48.8,-7.7,
4100,2453372.50000,36101.00000,-1827.57528,-4186.86600,-5265.18051,7.29597,-1.24919,-1.53601,6967.08242,0.00062,0.89824,6.27964,0.78004,3.66991,3.66928,0,205.5,-42.1,-49.2,-6.0,
4120,2453372.50000,36121.00000,-1681.23824,-4210.86492,-5294.65893,7.33716,-1.15061,-1.41172,6966.96177,0.00062,0.89823,6.27961,0.82348,3.64816,3.64756,0,204.3,-42.0,-49.6,-4.2,
4140,2453372.50000,36141.00000,-1534.11186,-4232.88686,-5321.64476,7.37490,-1.05150,-1.28676,6966.85075,0.00063,0.89823,6.27957,0.86618,3.62715,3.62657,0,203.2,-41.8,-50.0,-2.5,
4160,2453372.50000,36161.00000,-1386.26522,-4252.92151,-5346.12534,7.40918,-0.95189,-1.16120,6966.74963,0.00063,0.89822,6.27954,0.90821,3.60681,3.60625,0,202.0,-41.6,-50.3,-0.7,
4180,2453372.50000,36181.00000,-1237.76776,-4270.95951,-5368.08921,7.43998,-0.85184,-1.03510,6966.65863,0.00063,0.89822,6.27950,0.94963,3.58708,3.58654,0,200.8,-41.5,-50.5,1.1,
4200,2453372.50000,36201.00000,-1088.68919,-4286.99242,-5387.52605,7.46729,-0.75139,-0.90851,6966.57796,0.00063,0.89821,6.27946,0.99049,3.56791,3.56739,0,199.7,-41.3,-50.8,3.0,
4220,2453372.50000,36221.00000,-939.09951,-4301.01273,-5404.42675,7.49109,-0.65059,-0.78149,6966.50779,0.00063,0.89821,6.27943,1.03086,3.54923,3.54873,0,198.5,-41.1,-51.0,4.8,
4240,2453372.50000,36241.00000,-789.06895,-4313.01389,-5418.78338,7.51138,-0.54948,-0.65411,6966.44828,0.00063,0.89820,6.27939,1.07078,3.53100,3.53052,0,197.4,-40.9,-51.2,6.7,
4260,2453372.50000,36261.00000,-638.66793,-4322.99027,-5430.58918,7.52814,-0.44812,-0.52642,6966.39957,0.00063,0.89820,6.27936,1.11032,3.51316,3.51270,0,196.3,-40.8,-51.4,8.5,
4280,2453372.50000,36281.00000,-487.96708,-4330.93720,-5439.83862,7.54136,-0.34654,-0.39848,6966.36176,0.00062,0.89820,6.27932,1.14951,3.49566,3.49523,0,195.1,-40.6,-51.5,10.4,
4300,2453372.50000,36301.00000,-337.03713,-4336.85094,-5446.52732,7.55104,-0.24481,-0.27036,6966.33491,0.00062,0.89820,6.27928,1.18841,3.47845,3.47804,0,194.0,-40.4,-51.6,12.3,
4320,2453372.50000,36321.00000,-185.94893,-4340.72871,-5450.65214,7.55718,-0.14295,-0.14211,6966.31904,0.00061,0.89820,6.27925,1.22707,3.46148,3.46109,0,192.8,-40.3,-51.6,14.2,
4340,2453372.50000,36341.00000,-34.77342,-4342.56867,-5452.21110,7.55978,-0.04103,-0.01378,6966.31412,0.00061,0.89819,6.27921,1.26555,3.44469,3.44433,0,191.7,-40.1,-51.6,16.2,
4360,2453372.50000,36361.00000,116.41844,-4342.36993,-5451.20346,7.55882,0.06091,0.11455,6966.32014,0.00060,0.89819,6.27917,1.30390,3.42803,3.42769,0,190.5,-39.9,-51.6,18.1,
4380,2453372.50000,36381.00000,267.55566,-4340.13257,-5447.62964,7.55431,0.16282,0.24282,6966.33703,0.00059,0.89820,6.27914,1.34219,3.41143,3.41111,0,189.4,-39.7,-51.6,20.0,
4400,2453372.50000,36401.00000,418.56729,-4335.85759,-5441.49129,7.54626,0.26466,0.37099,6966.36474,0.00058,0.89820,6.27910,1.38049,3.39482,3.39453,0,188.2,-39.5,-51.5,21.9,
4420,2453372.50000,36421.00000,569.38242,-4329.54696,-5432.79125,7.53466,0.36638,0.49898,6966.40323,0.00057,0.89820,6.27906,1.41886,3.37814,3.37787,0,187.1,-39.4,-51.4,23.8,
4440,2453372.50000,36441.00000,719.93025,-4321.20360,-5421.53355,7.51953,0.46793,0.62674,6966.45244,0.00056,0.89820,6.27903,1.45738,3.36131,3.36107,0,185.9,-39.2,-51.2,25.7,
4460,2453372.50000,36461.00000,870.14007,-4310.83138,-5407.72343,7.50087,0.56926,0.75421,6966.51231,0.00054,0.89821,6.27899,1.49612,3.34426,3.34404,0,184.7,-39.0,-51.0,27.5,
4480,2453372.50000,36481.00000,1019.94136,-4298.43509,-5391.36731,7.47868,0.67032,0.88133,6966.58274,0.00053,0.89821,6.27895,1.53517,3.32690,3.32671,0,183.6,-38.8,-50.8,29.4,
4500,2453372.50000,36501.00000,1169.26377,-4284.02050,-5372.47282,7.45298,0.77108,1.00804,6966.66360,0.00051,0.89821,6.27892,1.57463,3.30914,3.30897,0,182.4,-38.6,-50.6,31.2,
4520,2453372.50000,36521.00000,1318.03715,-4267.59431,-5351.04875,7.42378,0.87148,1.13428,6966.75470,0.00050,0.89822,6.27888,1.61461,3.29085,3.29070,0,181.3,-38.5,-50.3,33.0,
4540,2453372.50000,36541.00000,1466.19163,-4249.16414,-5327.10511,7.39109,0.97147,1.25999,6966.85581,0.00048,0.89822,6.27885,1.65524,3.27191,3.27178,0,180.1,-38.3,-50.0,34.8,
4560,2453372.50000,36561.00000,1613.65760,-4228.73857,-5300.65306,7.35493,1.07101,1.38511,6966.96665,0.00046,0.89823,6.27881,1.69670,3.25214,3.25204,0,179.0,-38.1,-49.7,36.6,
4580,2453372.50000,36581.00000,1760.36578,-4206.32711,-5271.70495,7.31531,1.17005,1.50959,6967.08697,0.00044,0.89824,6.27878,1.73918,3.23135,3.23128,0,177.8,-37.9,-49.3,38.3,
4600,2453372.50000,36601.00000,1906.24724,-4181.94018,-5240.27429,7.27226,1.26855,1.63336,6967.21650,0.00042,0.89825,6.27874,1.78294,3.20929,3.20923,0,176.7,-37.8,-48.9,40.0,
4620,2453372.50000,36621.00000,2051.23341,-4155.58915,-5206.37577,7.22579,1.36645,1.75636,6967.35498,0.00040,0.89825,6.27871,1.82828,3.18565,3.18561,0,175.5,-37.6,-48.5,41.7,
4640,2453372.50000,36641.00000,2195.25615,-4127.28629,-5170.02523,7.17592,1.46372,1.87855,6967.50216,0.00038,0.89826,6.27868,1.87558,3.16003,3.16002,0,174.3,-37.4,-48.0,43.4,
4660,2453372.50000,36661.00000,2338.24775,-4097.04478,-5131.23965,7.12268,1.56031,1.99986,6967.65779,0.00036,0.89827,6.27864,1.92534,3.13197,3.13198,0,173.2,-37.2,-47.6,45.0,
4680,2453372.50000,36681.00000,2480.14098,-4064.87874,-5090.03717,7.06609,1.65617,2.12023,6967.82156,0.00033,0.89828,6.27861,1.97820,3.10081,3.10084,0,172.0,-37.0,-47.1,46.6,
4700,2453372.50000,36701.00000,2620.86912,-4030.80314,-5046.43705,7.00617,1.75126,2.23961,6967.99315,0.00031,0.89829,6.27858,2.03498,3.06572,3.06577,0,170.8,-36.9,-46.5,48.1,
4720,2453372.50000,36721.00000,2760.36598,-3994.83389,-5000.45970,6.94296,1.84553,2.35794,6968.17220,0.00028,0.89830,6.27855,2.09685,3.02555,3.02561,0,169.7,-36.7,-46.0,49.7,
4740,2453372.50000,36741.00000,2898.56594,-3956.98777,-4952.12661,6.87649,1.93894,2.47518,6968.35834,0.00026,0.89831,6.27852,2.16540,2.97870,2.97878,0,168.5,-36.5,-45.4,51.2,
4760,2453372.50000,36761.00000,3035.40398,-3917.28244,-4901.46042,6.80678,2.03144,2.59125,6968.55120,0.00024,0.89832,6.27849,2.24285,2.92294,2.92304,0,167.3,-36.3,-44.8,52.6,
4780,2453372.50000,36781.00000,3170.81570,-3875.73643,-4848.48484,6.73386,2.12300,2.70610,6968.75042,0.00021,0.89833,6.27846,2.33245,2.85504,2.85516,0,166.2,-36.2,-44.2,54.1,
4800,2453372.50000,36801.00000,3304.73738,-3832.36915,-4793.22468,6.65778,2.21356,2.81970,6968.95567,0.00019,0.89834,6.27843,2.43885,2.77034,2.77048,0,165.0,-36.0,-43.6,55.5,
4820,2453372.50000,36821.00000,3437.10597,-3787.20084,-4735.70582,6.57856,2.30309,2.93197,6969.16661,0.00016,0.89836,6.27840,2.56883,2.66205,2.66220,0,163.8,-35.8,-43.0,56.8,
4840,2453372.50000,36841.00000,3567.85915,-3740.25261,-4675.95522,6.49624,2.39155,3.04286,6969.38293,0.00014,0.89837,6.27838,2.73185,2.52074,2.52090,0,162.6,-35.7,-42.3,58.2,
4860,2453372.50000,36861.00000,3696.93535,-3691.54641,-4614.00087,6.41087,2.47888,3.15233,6969.60428,0.00013,0.89838,6.27835,2.93928,2.33501,2.33519,0,161.5,-35.5,-41.6,59.5,
4880,2453372.50000,36881.00000,3824.27376,-3641.10498,-4549.87182,6.32247,2.56506,3.26032,6969.83030,0.00011,0.89840,6.27832,3.19919,2.09679,2.09699,0,160.3,-35.3,-40.9,60.7,
4900,2453372.50000,36901.00000,3949.81439,-3588.95192,-4483.59813,6.23110,2.65004,3.36679,6970.06058,0.00011,0.89841,6.27830,3.50328,1.81441,1.81461,0,159.1,-35.2,-40.2,62.0,
4920,2453372.50000,36921.00000,4073.49809,-3535.11161,-4415.21087,6.13679,2.73378,3.47167,6970.29469,0.00011,0.89842,6.27827,3.81724,1.52215,1.52237,0,157.9,-35.0,-39.5,63.2,
4940,2453372.50000,36941.00000,4195.26657,-3479.60923,-4344.74213,6.03958,2.81624,3.57493,6970.53215,0.00012,0.89844,6.27825,4.09933,1.26176,1.26199,0,156.7,-34.8,-38.7,64.4,
4960,2453372.50000,36961.00000,4315.06241,-3422.47076,-4272.22498,5.93953,2.89738,3.67651,6970.77244,0.00014,0.89845,6.27823,4.32951,1.05328,1.05352,0,155.5,-34.7,-38.0,65.6,
4980,2453372.50000,36981.00000,4432.82914,-3363.72293,-4197.69343,5.83668,2.97717,3.77636,6971.01507,0.00016,0.89846,6.27821,4.51049,0.89401,0.89426,0,154.3,-34.5,-37.2,66.7,
5000,2453372.50000,37001.00000,4548.51119,-3303.39324,-4121.18248,5.73107,3.05556,3.87444,6971.25954,0.00019,0.89848,6.27818,4.65325,0.77295,0.77321,0,153.1,-34.4,-36.4,67.8,
5020,2453372.50000,37021.00000,4662.05400,-3241.50994,-4042.72805,5.62276,3.13253,3.97070,6971.50540,0.00021,0.89849,6.27816,4.76837,0.67953,0.67980,0,151.9,-34.2,-35.6,68.9,
5040,2453372.50000,37041.00000,4773.40399,-3178.10201,-3962.36700,5.51180,3.20802,4.06509,6971.75217,0.00024,0.89851,6.27814,4.86378,0.60583,0.60610,0,150.7,-34.1,-34.8,70.0,
5060,2453372.50000,37061.00000,4882.50860,-3113.19917,-3880.13706,5.39823,3.28201,4.15758,6971.99938,0.00027,0.89852,6.27813,4.94501,0.54631,0.54659,0,149.5,-33.9,-34.0,71.1,
